order_id,product_id,add_to_cart_order,reordered
5535,6210,5,0
5535,36885,6,1
5535,18915,7,1
5535,24373,8,0
5535,23881,9,0
5535,35708,10,0
5535,38750,11,0
5535,37418,12,0
5535,22708,13,0
5535,22195,14,0
5535,25927,15,0
5535,1328,16,0
5535,31858,17,0
5535,5930,18,0
5535,4217,19,0
5535,33240,20,0
5535,19465,21,0
5731,46206,1,1
5731,47209,2,1
5731,48023,3,1
5731,43647,4,1
5731,31717,5,1
5731,27509,6,1
5731,45747,7,1
5731,29700,8,1
5734,11182,1,1
5734,27012,2,1
5734,21288,3,1
5734,46979,4,1
5734,24830,5,0
6187,43744,1,1
6187,196,2,1
6187,35470,3,1
7537,40627,1,0
7537,14233,2,0
8210,890,1,0
8210,44449,2,0
8210,40691,3,1
8210,33037,4,1
8210,9515,5,1
8210,24852,6,1
8568,35734,1,0
8568,19057,2,1
8568,40759,3,0
8568,20995,4,1
8568,48802,5,1
8568,39799,6,1
8568,35263,7,0
8964,17224,1,1
8964,31215,2,0
8964,17758,3,0
8964,40198,4,0
8964,21709,5,1
8964,44632,6,0
8964,24810,7,1
9017,31215,1,1
9017,34045,2,1
9017,36189,3,1
9017,42443,4,1
9017,4538,5,1
9017,29373,6,1
9017,42807,7,1
9017,33257,8,1
9017,2120,9,1
9017,46294,10,0
9017,9327,11,0
9017,6282,12,1
9017,30227,13,0
9017,47211,14,1
9017,18409,15,1
9017,46650,16,1
9238,19046,1,1
9238,4962,2,1
9238,40576,3,1
9238,2120,4,1
9238,37923,5,1
9421,25885,1,1
9421,42265,2,1
9421,5876,3,0
10287,3298,1,1
10446,13948,1,0
10446,500,2,0
10446,31860,3,0
10446,20776,4,0
10845,47766,1,1
10845,47626,2,0
10845,44229,3,1
10845,8424,4,1
10845,3583,5,1
10845,26620,6,1
10845,28985,7,1
10845,5973,8,1
10845,18963,9,1
10845,25489,10,1
10845,43371,11,0
10845,33649,12,0
10845,34358,13,0
10845,4066,14,0
10845,21117,15,0
10845,23081,16,0
10845,5922,17,0
10845,30978,18,0
10845,12342,19,0
10845,9788,20,0
11119,18362,1,1
11119,32655,2,1
11119,37646,3,0
11119,2643,4,0
11119,2763,5,0
11168,11481,1,1
11168,46138,2,0
11168,17550,3,0
11168,48821,4,0
11168,36926,5,0
11168,5451,6,0
11168,38293,7,1
11168,11005,8,0
11168,29027,9,1
11168,25588,10,1
11168,40604,11,1
11168,18465,12,1
11168,14780,13,1
11168,12383,14,1
11168,39966,15,1
11168,436,16,1
11168,23161,17,0
11168,34214,18,1
11168,9779,19,0
11168,45195,20,0
11168,890,21,0
11185,27344,1,0
11185,260,2,1
11185,46802,3,1
12984,35221,1,1
12984,21137,2,1
12984,24852,3,1
12984,1376,4,1
12984,13870,5,1
12984,6489,6,1
12984,27454,7,1
12984,14778,8,0
12984,9387,9,0
12984,26634,10,0
12984,38890,11,0
12984,47766,12,0
13110,34126,1,1
13110,46483,2,0
13110,36070,3,0
13110,33768,4,0
13110,20114,5,0
13110,5618,6,0
13110,4671,7,0
13110,44968,8,0
13110,1940,9,0
13110,755,10,0
13358,26620,1,0
13358,44632,2,0
13358,21553,3,1
13358,22124,4,0
13358,45436,5,0
13358,32851,6,0
13553,11712,1,1
13553,2855,2,0
13553,43961,3,1
13553,49235,4,1
13553,14467,5,1
14430,14947,1,1
14430,21709,2,0
14430,12919,3,1
14430,47977,4,1
14430,36316,5,0
14430,812,6,0
15373,29754,1,0
17010,13948,1,0
17205,43692,1,1
17299,49383,1,1
17299,21903,2,1
17299,24852,3,1
17299,11512,4,1
17299,19677,5,1
17299,47280,6,0
17299,29594,7,1
17299,37646,8,1
17299,42265,9,1
17299,30391,10,1
17299,47209,11,1
17299,42736,12,0
17299,8424,13,1
17299,48679,14,1
17299,32717,15,1
17299,25588,16,1
17299,29370,17,1
17299,13829,18,1
17299,42110,19,1
17299,27783,20,1
17299,4920,21,1
17299,30450,22,1
17299,7175,23,0
17299,37357,24,0
17299,12409,25,0
17613,21709,1,0
17613,20119,2,0
17613,45123,3,0
17613,28767,4,1
17613,3382,5,0
17613,10749,6,0
17613,38383,7,0
17613,13176,8,1
17613,19057,9,0
17613,21137,10,1
17613,5606,11,0
17613,27156,12,1
17613,30391,13,1
17613,21938,14,0
17613,39040,15,0
17613,22035,16,1
17613,22935,17,0
17613,9422,18,0
17613,11422,19,0
17613,24838,20,1
17613,45603,21,1
17613,48559,22,0
17613,6287,23,0
17613,8736,24,1
17613,9604,25,0
17973,47479,1,0
17973,41439,2,0
17973,10032,3,1
17973,34024,4,1
17973,45066,5,1
17973,44156,6,1
17973,23296,7,1
17973,33791,8,1
17973,33548,9,0
17973,25783,10,1
17973,4920,11,1
17973,6448,12,1
17973,47357,13,1
17973,24838,14,1
17973,7781,15,1
17973,34355,16,1
17986,47683,1,1
18086,19057,1,1
18086,432,2,1
18086,22312,3,1
18086,43961,4,1
18086,24186,5,1
18086,27681,6,1
18086,31022,7,1
18086,5002,8,0
18086,18840,9,1
18086,43080,10,1
18086,42278,11,0
18762,17122,1,0
18762,43352,2,1
18762,38928,3,1
18762,30633,4,1
18829,16083,1,1
18829,8239,2,0
18829,19660,3,0
18829,7228,4,0
18829,44910,5,0
18829,21405,6,1
18829,47144,7,1
18829,44404,8,1
18829,1000,9,0
18829,8521,10,0
18829,36389,11,0
19303,29307,1,1
19303,26586,2,0
19303,6162,3,0
19303,39693,4,0
19303,45310,5,0
19428,9124,1,1
19428,9076,2,1
19428,48222,3,0
19428,38416,4,0
19428,16953,5,0
19428,39921,6,0
19428,2876,7,0
19428,33782,8,0
19428,29824,9,1
19428,38286,10,0
19874,41220,1,1
19874,35163,2,1
19874,19660,3,1
19874,16759,4,1
20121,19508,1,1
20121,28849,2,1
20121,31506,3,1
20121,49683,4,1
20121,44142,5,1
20121,43352,6,1
20460,16995,1,1
20460,35819,2,1
20460,22959,3,1
20460,47209,4,1
20460,47626,5,1
20460,32828,6,1
20460,37687,7,1
20632,35326,1,0
20632,23165,2,0
20632,22214,3,0
20632,10112,4,0
20632,45309,5,0
20632,34249,6,0
20632,10246,7,0
20632,25890,8,1
20632,10831,9,0
20632,17794,10,0
20632,31717,11,0
20632,26940,12,1
20632,14127,13,0
20632,47766,14,0
20632,8277,15,0
22194,48559,1,0
22194,8736,2,0
22194,9604,3,0
22194,6287,4,0
22194,39108,5,0
22194,25466,6,0
22194,9292,7,1
22194,11773,8,0
22194,47626,9,1
22194,37687,10,0
22194,23178,11,0
23412,5491,1,1
23412,22969,2,1
23412,17622,3,1
23412,12020,4,1
23412,42637,5,1
23412,23025,6,1
23412,32989,7,1
23412,22935,8,1
23412,23594,9,1
23412,46667,10,1
23412,26209,11,1
23412,25659,12,1
23412,18880,13,1
23412,13409,14,1
23412,44014,15,1
23412,12955,16,1
23412,34249,17,1
23412,34061,18,1
23412,32018,19,1
23412,45495,20,1
23412,14491,21,1
23412,19057,22,1
23412,16882,23,1
23412,35939,24,1
23412,39275,25,1
23412,27966,26,1
23412,19048,27,1
23412,9000,28,1
23412,17948,29,1
23412,27086,30,1
23412,27156,31,1
23412,28985,32,1
23412,36695,33,1
23412,13176,34,1
23412,44632,35,1
23840,24413,1,1
23840,12820,2,1
23840,11212,3,1
23840,8269,4,1
23840,18243,5,1
23840,48476,6,1
23840,48407,7,1
23840,45580,8,1
23840,20631,9,1
24230,30489,1,0
24230,40174,2,1
24230,24964,3,1
24230,28985,4,1
24230,322,5,1
24230,37687,6,1
24230,42828,7,1
24230,13176,8,1
24230,39408,9,0
24230,8424,10,0
24230,6555,11,0
24259,21709,1,1
24259,38288,2,1
24259,18908,3,1
24259,1463,4,0
24259,15016,5,0
24259,49381,6,0
24259,35221,7,0
24259,9080,8,0
24717,3790,1,1
24717,20884,2,0
24717,23909,3,1
24717,32030,4,1
24717,31066,5,0
24717,33973,6,1
25501,40318,1,0
25501,9076,2,1
25501,39858,3,1
25501,23734,4,1
25501,28188,5,1
26197,20114,1,0
26197,39928,2,0
26197,5514,3,1
26749,12427,1,1
26749,31651,2,1
26749,39657,3,1
27339,24852,1,1
27339,47227,2,0
27339,28985,3,0
27339,40119,4,0
27339,27836,5,0
27339,42633,6,0
27696,5621,1,0
27696,41220,2,1
27696,36606,3,1
27696,48057,4,1
27696,34969,5,1
27696,8667,6,1
27696,13176,7,1
28046,46100,1,1
28046,38949,2,1
28046,24852,3,1
28046,4942,4,1
28046,40310,5,0
28046,29133,6,1
28046,42941,7,1
28321,3957,1,1
28321,611,2,1
28321,27845,3,1
28321,42307,4,1
28321,28985,5,1
28321,24852,6,1
28321,43352,7,1
28321,21137,8,1
28419,21385,1,1
28419,14715,2,1
28419,43352,3,1
28419,15772,4,1
28419,16797,5,1
28419,33768,6,1
28419,32303,7,1
28419,128,8,1
28419,33081,9,1
28419,21288,10,1
28419,36534,11,1
28419,4938,12,0
28702,47209,1,0
28702,32655,2,1
28702,13176,3,0
28702,42443,4,0
28702,49667,5,1
28702,41970,6,1
28702,33041,7,1
28702,27344,8,0
28702,40199,9,1
28702,36085,10,1
28702,1461,11,1
28702,20739,12,1
28702,43772,13,1
28702,5097,14,1
28702,2780,15,1
28702,5460,16,1
28702,32222,17,1
28702,36431,18,1
28702,30668,19,1
28702,4312,20,1
28702,18709,21,1
28702,31683,22,1
28702,41377,23,1
28702,2872,24,1
28702,10732,25,1
28702,16020,26,0
28702,18109,27,1
28841,42450,1,1
28841,44632,2,1
28841,38689,3,1
28841,39121,4,1
28841,40571,5,1
28841,28204,6,1
28841,42637,7,1
28841,24852,8,1
28841,18523,9,1
28841,24631,10,1
28841,42585,11,1
28841,38129,12,1
28841,38553,13,1
28841,28985,14,1
28841,27086,15,1
28841,32734,16,1
28841,14643,17,1
28841,34126,18,1
28841,32433,19,1
28841,10246,20,1
28841,31502,21,1
28841,17794,22,1
28841,27104,23,1
28841,28983,24,1
28841,46720,25,1
28841,7185,26,1
28841,28986,27,0
28841,45123,28,1
28841,35629,29,1
28841,8087,30,1
28841,22035,31,1
29454,24282,1,1
29454,5782,2,1
29454,29327,3,0
29454,26836,4,0
29454,44594,5,0
29454,6131,6,0
29454,29681,7,0
29454,37250,8,1
31087,6187,1,1
31087,47144,2,1
31087,38849,3,1
31087,22724,4,1
31087,7175,5,1
31087,48097,6,1
31087,28745,7,0
31087,16609,8,0
31087,17804,9,0
31208,46987,1,0
31208,7862,2,0
31208,5025,3,0
31208,28842,4,0
31208,42555,5,0
31208,49418,6,0
31394,7704,1,1
31394,42543,2,0
31394,38542,3,0
31394,47734,4,1
31394,36695,5,1
31394,13176,6,1
31394,47209,7,1
31394,12732,8,0
31394,8518,9,1
31394,9839,10,1
31394,35140,11,0
31394,6182,12,1
31557,39450,1,1
31557,40826,2,1
31557,47491,3,1
31557,17585,4,1
31557,33816,5,1
31557,47209,6,0
31557,28570,7,0
31557,44717,8,0
31557,5194,9,1
31557,46692,10,0
31557,39190,11,0
31557,17668,12,0
31557,41325,13,0
31557,19932,14,0
31557,39276,15,0
31557,6297,16,1
31557,41716,17,0
31557,13052,18,0
31557,27827,19,0
31600,16965,1,1
31600,28464,2,0
31600,21779,3,0
31600,21485,4,0
31600,11281,5,1
31600,4006,6,1
31600,19691,7,0
31600,11379,8,0
31600,33362,9,1
32735,37646,1,1
32735,21903,2,1
32735,21616,3,1
32735,5876,4,1
32735,11136,5,1
32735,13252,6,1
32735,47209,7,1
32735,8174,8,1
32735,13176,9,1
32795,18566,1,1
32795,18465,2,1
32795,22035,3,1
32795,45946,4,1
32795,26209,5,1
32795,5959,6,1
33914,4472,1,0
33914,27156,2,0
33914,5876,3,0
33914,46667,4,1
33914,30391,5,0
33914,12686,6,0
33914,22935,7,1
33914,39877,8,1
33914,44359,9,0
33914,31717,10,1
33914,35530,11,0
33914,21137,12,0
34978,48679,1,0
34978,35140,2,1
35707,42443,1,1
35707,45368,2,0
35707,16965,3,1
35707,34496,4,0
35996,11758,1,0
35996,15028,2,0
35996,31275,3,0
35996,7632,4,0
35996,46609,5,0
35996,32691,6,0
35996,35986,7,0
35996,17747,8,0
37287,47966,1,1
37287,31866,2,1
37287,37646,3,1
37287,24852,4,0
37287,29345,5,1
37287,1219,6,0
37287,31264,7,1
37287,4985,8,0
37345,26566,1,1
37345,31154,2,1
37345,29020,3,1
37345,35419,4,0
37737,27762,1,1
37737,24838,2,0
37737,19677,3,0
37737,40211,4,0
38473,15290,1,1
38473,2295,2,0
38473,10749,3,0
38473,39993,4,0
38473,46654,5,1
38473,48857,6,0
38473,1408,7,0
38473,16797,8,0
38473,10163,9,0
38473,25824,10,0
38473,40706,11,0
38473,40516,12,0
38473,32864,13,0
38473,11408,14,0
38473,8670,15,0
38473,8955,16,0
38473,41917,17,0
38473,44375,18,0
38473,33198,19,1
38704,22142,1,0
38704,46473,2,1
38704,28511,3,1
38704,31553,4,0
38704,26926,5,0
38704,39821,6,0
39148,13984,1,1
39148,28204,2,1
39148,35221,3,1
39148,41135,4,1
39148,11913,5,1
39148,30406,6,1
39148,15261,7,1
39148,26604,8,1
39148,37528,9,0
39148,9597,10,0
39148,8518,11,1
39148,21616,12,0
39148,15290,13,1
39148,21463,14,0
39148,33352,15,0
39727,43295,1,0
39727,21288,2,0
39727,9076,3,0
39727,6852,4,0
39727,33109,5,0
39727,26493,6,0
39727,4103,7,0
39727,23322,8,0
39727,21019,9,0
39754,41811,1,1
39754,36192,2,0
39754,31869,3,1
39754,46802,4,0
39754,26128,5,0
39754,32963,6,0
39754,12182,7,0
39754,31737,8,0
39754,21137,9,1
39754,42828,10,1
39754,30561,11,1
39754,11520,12,1
39754,47766,13,0
39754,26177,14,1
39754,22825,15,1
39754,16174,16,1
39754,40427,17,1
39754,28715,18,1
41105,47766,1,1
41874,22475,1,1
41874,45066,2,1
41980,28413,1,1
41980,13176,2,1
41980,30406,3,1
41980,18023,4,1
41980,13259,5,1
41980,39275,6,1
42210,4920,1,1
42210,27925,2,0
42210,37646,3,0
42210,9387,4,0
42596,2732,1,1
42596,18187,2,0
42596,35221,3,0
42596,10333,4,0
42596,13982,5,1
42596,27829,6,1
42596,31970,7,0
42596,1200,8,1
42596,44342,9,1
42596,35079,10,1
42596,47537,11,1
42596,29101,12,1
42596,10631,13,1
42596,1852,14,1
43118,5499,1,0
43118,22935,2,0
43118,44359,3,0
43118,38012,4,0
43118,32780,5,0
43118,21137,6,1
43118,34590,7,1
43118,2966,8,0
43118,28123,9,1
43118,36082,10,0
43820,24852,1,1
43820,43967,2,1
43820,2962,3,1
43820,36431,4,1
43820,7641,5,1
43820,32784,6,1
43820,2010,7,0
43820,12782,8,1
43820,39132,9,1
43820,7391,10,0
43820,20955,11,1
43820,33772,12,0
43820,14897,13,0
43820,22736,14,0
43820,18339,15,0
43820,281,16,0
43820,43886,17,0
43820,42210,18,0
43820,39170,19,1
43820,2151,20,0
43917,5038,1,0
43917,27118,2,0
43917,30021,3,0
43917,45603,4,0
43917,8736,5,0
44243,47626,1,1
44243,40604,2,1
44243,26736,3,0
44243,36865,4,1
44243,28465,5,0
44243,24852,6,1
44243,49235,7,1
44243,21709,8,1
44243,40706,9,1
44578,26553,1,1
45882,18523,1,1
45882,47570,2,1
45882,1463,3,1
45882,20682,4,1
45882,33129,5,0
45882,47977,6,0
46662,13176,1,1
46662,8174,2,1
46662,47209,3,1
46662,5876,4,1
46662,22825,5,1
46662,45007,6,1
46662,8277,7,1
46662,8518,8,1
46662,46206,9,1
46662,1575,10,1
46662,18078,11,1
46662,26486,12,0
46662,31717,13,1
46662,48745,14,1
46662,31248,15,0
46662,46667,16,1
46662,9955,17,0
46662,33724,18,0
46662,9047,19,0
46662,27966,20,1
46662,17948,21,1
46662,6187,22,0
46662,48857,23,0
46662,27044,24,0
46662,13646,25,0
47251,41400,1,1
48476,13712,1,1
48476,17154,2,1
48476,8859,3,1
48476,26329,4,0
48476,1240,5,1
48476,43794,6,1
48476,9444,7,1
48476,20280,8,1
49491,13176,1,1
49491,5479,2,1
49491,18570,3,1
49491,48364,4,1
49491,32465,5,1
49491,21903,6,1
49491,48023,7,0
49491,27845,8,1
49491,19906,9,0
49931,17847,1,1
49931,47912,2,1
49931,2552,3,1
49931,45504,4,1
49931,39427,5,1
49931,34977,6,0
49931,18542,7,0
49931,42442,8,1
50578,48491,1,0
50578,14947,2,1
50578,35989,3,0
50578,13176,4,1
50578,3265,5,0
50578,5428,6,0
50607,11784,1,1
50607,17454,2,1
50607,45007,3,1
50607,23216,4,1
50607,3957,5,0
50607,25718,6,0
50607,41043,7,0
50607,26751,8,0
50607,9203,9,0
50607,48301,10,0
50607,11619,11,0
50607,29363,12,0
50607,24838,13,0
50607,47209,14,1
50607,34262,15,1
50607,19548,16,1
50607,45603,17,0
50607,13128,18,0
50974,47766,1,1
50974,24852,2,1
50974,41636,3,1
50974,8123,4,1
50974,10926,5,1
50974,12601,6,1
50974,6899,7,0
50974,14540,8,0
50974,11182,9,1
50978,19348,1,1
50978,20760,2,1
50978,5262,3,1
50978,31343,4,1
50978,4799,5,1
50978,18594,6,1
50978,6194,7,0
50978,27086,8,0
50978,34358,9,1
50978,5818,10,0
50978,4138,11,0
50978,10,12,0
50978,47766,13,1
50978,26209,14,0
50978,40001,15,1
50978,5809,16,0
50978,42736,17,0
50978,23898,18,0
51051,7751,1,1
51051,1934,2,1
51051,40017,3,1
51051,27336,4,1
51051,13536,5,1
51155,27464,1,1
51155,24852,2,1
51155,27405,3,1
51155,44632,4,0
51155,36070,5,1
51155,34214,6,0
51155,4428,7,0
51155,38400,8,1
51155,17562,9,0
51155,34619,10,1
51155,47962,11,0
51155,22882,12,0
51155,33195,13,0
51155,18091,14,0
51155,45645,15,0
51543,5479,1,1
51543,24852,2,0
51543,47766,3,1
51543,45504,4,1
51543,5206,5,1
51543,20995,6,1
51543,42265,7,1
51543,48679,8,1
51543,45007,9,0
51543,49075,10,1
51543,19048,11,1
51543,19660,12,1
51543,9839,13,0
51543,5612,14,1
51543,35951,15,1
51543,17553,16,0
51543,11499,17,0
51543,9595,18,0
51543,19174,19,1
51543,24179,20,1
51543,12932,21,1
51543,34217,22,1
51543,36913,23,1
51543,23805,24,0
51543,21903,25,1
51543,5449,26,0
51543,8022,27,0
51543,3835,28,0
51543,43352,29,1
51543,24356,30,1
51688,19209,1,0
51688,46572,2,0
51688,34619,3,1
51688,49139,4,1
51688,46189,5,1
51688,25466,6,0
51688,23405,7,0
51688,42176,8,0
51688,44142,9,1
51688,27242,10,1
51688,45688,11,0
51688,36003,12,0
52173,5535,1,1
52173,5460,2,1
52173,45698,3,1
52173,39132,4,0
52173,34969,5,1
52173,17858,6,1
52173,4734,7,1
52173,41771,8,1
52173,38693,9,1
52173,48370,10,1
52173,9387,11,1
52173,46979,12,1
52173,44142,13,1
52173,5025,14,1
52173,15937,15,0
52173,21616,16,1
52173,12251,17,1
52173,24830,18,0
52173,49235,19,1
52173,44987,20,1
52173,41058,21,1
52173,35051,22,0
52173,7980,23,1
52173,42556,24,1
52173,40723,25,1
52173,47144,26,1
52488,44632,1,1
52488,34747,2,1
52488,24035,3,1
52488,32655,4,1
52488,28289,5,1
52488,49318,6,0
52488,34137,7,1
52596,46061,1,1
52596,10509,2,1
52596,32455,3,1
52596,22362,4,1
52659,47766,1,1
53187,38300,1,1
53216,8048,1,0
53216,651,2,0
53216,7914,3,0
53681,3873,1,0
53681,15424,2,0
53681,29993,3,0
53681,39453,4,0
53681,4006,5,0
53681,5785,6,0
53681,34789,7,0
53681,34878,8,0
53681,33819,9,1
53681,22782,10,1
53681,27395,11,1
53681,44843,12,1
53681,15042,13,0
53681,41013,14,0
53681,34135,15,0
53681,30241,16,0
53681,22496,17,0
53681,27963,18,0
53681,26094,19,0
53681,33041,20,0
53681,27104,21,0
53681,7631,22,0
53681,32465,23,0
54468,17794,1,1
54468,40749,2,0
55180,16044,1,1
55180,21554,2,0
55180,3169,3,0
55485,27978,1,1
55485,27104,2,1
55485,19748,3,1
55485,41488,4,1
55485,8518,5,1
55485,28842,6,1
55485,9387,7,1
55485,34592,8,0
55485,12145,9,0
55485,7562,10,0
55485,39121,11,1
55485,6669,12,1
55485,46676,13,0
55920,5612,1,1
55920,9076,2,1
55920,10749,3,1
55920,1468,4,1
55920,28985,5,1
55920,2295,6,1
55920,1244,7,0
55920,34358,8,0
55920,31553,9,1
55920,39993,10,1
55920,26604,11,1
55920,21137,12,1
55920,10621,13,0
55920,35264,14,0
55920,36389,15,0
56126,33569,1,1
56126,42244,2,1
56126,41890,3,1
56126,38647,4,1
56126,34966,5,1
56126,45123,6,0
56126,21775,7,0
56126,10621,8,1
56126,39877,9,1
56126,19057,10,0
56126,32177,11,0
56126,8174,12,1
56126,6753,13,0
56176,39108,1,1
56176,18414,2,1
56176,443,3,0
56176,12260,4,1
57114,47626,1,1
57114,24489,2,0
57114,9390,3,0
57114,33195,4,0
57114,45603,5,1
57114,48559,6,1
57114,35951,7,0
57451,17835,1,1
57451,26209,2,1
57451,23594,3,1
57451,11422,4,1
57451,46886,5,1
57451,20114,6,1
57451,45,7,1
57451,43961,8,1
57451,11941,9,1
57451,31717,10,1
57451,41665,11,1
57451,15872,12,1
57451,21936,13,1
57451,38200,14,1
57451,43772,15,1
57451,1820,16,1
57451,41834,17,1
57451,27360,18,1
57451,41690,19,1
57451,25146,20,1
57451,18659,21,1
57451,26604,22,1
57451,49247,23,1
57451,31215,24,1
57451,3265,25,1
57451,24629,26,1
57451,22963,27,1
57451,44548,28,1
57451,34969,29,1
58387,40709,1,1
58387,40459,2,1
58387,24852,3,1
58387,24010,4,1
58387,6347,5,1
58387,16185,6,1
58387,8153,7,1
58387,39560,8,1
58387,19624,9,1
58387,44799,10,1
58387,33000,11,1
58387,23375,12,1
58387,3384,13,1
58387,4377,14,1
58387,46058,15,1
58387,49605,16,1
58692,8192,1,1
58692,27714,2,1
58692,21614,3,1
58692,33731,4,1
58692,49235,5,1
58692,30489,6,1
58692,24852,7,1
58692,9178,8,1
58692,17872,9,1
58692,35003,10,1
58692,10246,11,1
58692,4920,12,1
58692,45246,13,1
58692,15995,14,1
58700,15424,1,1
58700,47000,2,0
58700,8195,3,0
58881,13176,1,1
58881,20574,2,1
58881,5451,3,1
58881,20015,4,1
58881,30169,5,1
58881,7916,6,1
58881,32864,7,1
58881,14852,8,0
58881,45066,9,1
58881,9122,10,1
58881,4090,11,1
58881,10948,12,0
59494,19519,1,0
59494,21809,2,0
59494,31553,3,0
59494,27104,4,0
59494,22935,5,1
59494,43789,6,0
60043,47526,1,0
60043,11046,2,0
60043,13435,3,0
60043,40268,4,0
60043,28918,5,0
60106,23537,1,1
60106,5134,2,1
60106,15712,3,1
60106,29662,4,1
60106,11520,5,1
60227,500,1,1
60227,36534,2,0
60502,18488,1,0
60502,6436,2,0
60502,7930,3,1
60502,30696,4,0
60886,47766,1,1
60886,14084,2,1
60886,12545,3,1
60886,8021,4,1
60886,11494,5,1
61280,27845,1,1
61280,26634,2,1
61280,13269,3,1
61280,21117,4,1
61280,36994,5,1
61280,23329,6,1
61280,26165,7,1
61652,24852,1,1
61652,6918,2,1
61652,44149,3,1
61652,11973,4,1
61652,14381,5,1
61652,38941,6,0
61652,10022,7,1
61652,1970,8,0
61652,2180,9,0
61652,29103,10,0
62105,21903,1,1
62105,33147,2,1
62105,39534,3,1
62105,12341,4,1
62105,30450,5,1
62840,31513,1,1
62840,38275,2,0
62840,38684,3,0
62840,35951,4,0
62840,24852,5,1
62840,49235,6,1
62840,39922,7,0
62840,49621,8,1
62840,28204,9,0
62840,22474,10,0
62840,43712,11,0
62840,26349,12,0
62840,27845,13,0
62840,31342,14,0
63205,4210,1,1
63205,42475,2,0
63205,34234,3,0
63205,44987,4,0
63205,8460,5,0
63205,43712,6,0
63205,16797,7,0
63205,7969,8,1
63205,32429,9,0
63396,43352,1,1
63396,9076,2,1
63396,5258,3,0
63396,21195,4,1
63396,45638,5,0
63396,37317,6,1
63396,22802,7,0
63396,38883,8,0
63396,21292,9,1
63396,9434,10,0
63396,7252,11,0
63396,39001,12,0
64985,43086,1,1
64985,5760,2,1
64985,15576,3,0
64985,33055,4,0
64985,20995,5,1
64985,19084,6,0
64985,9515,7,1
64985,1158,8,0
64985,17948,9,0
64985,7781,10,1
64985,7010,11,0
64985,24009,12,1
64985,3339,13,1
64985,35769,14,0
64985,28928,15,1
66358,12013,1,0
66358,33065,2,0
66358,24968,3,0
66358,21974,4,0
66358,6878,5,0
66358,2120,6,0
67026,40198,1,1
67026,17758,2,1
67026,15074,3,0
67026,41290,4,1
67026,13176,5,1
67026,47209,6,0
67026,44056,7,1
67026,4920,8,1
67026,34448,9,1
67026,31693,10,0
67026,12204,11,0
67026,42940,12,0
67026,28934,13,0
67174,37442,1,0
69084,13176,1,1
69084,47766,2,1
69084,37317,3,1
69084,34429,4,1
69084,32740,5,1
69084,45535,6,1
69084,8174,7,1
69084,30169,8,1
69084,29675,9,1
69084,9210,10,1
69084,48745,11,1
69084,16797,12,1
69084,42944,13,1
69084,47626,14,1
69084,7021,15,1
69084,31821,16,1
69084,42736,17,1
69084,4605,18,1
69084,12583,19,0
69084,46979,20,1
69084,44359,21,1
69084,30391,22,1
69084,21057,23,1
